"","Source","Target","Label","Type","PMID_x","PUB_YEAR","COUNTRY","PMID_y","ACTIVITY","avg_discpline_weight","discipline_classification","activity_weight","normalized_discipline_weight","normalized_activity_weight"
"639","Poulos, Thomas L","Silverman, Richard B",22370337,"Undirected",22370337,2012,"England",22370337,"R01",14.7915401120631,"PHAR",1.71922762437889,0.424376271022355,0.0270457261462985
"640","Poulos, Thomas L","Silverman, Richard B",23199242,"Undirected",23199242,2013,"United States",23199242,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"641","Poulos, Thomas L","Silverman, Richard B",23451760,"Undirected",23451760,2013,"United States",23451760,"R01",16.0412023023155,"PHAR",1.71922762437889,0.460229669405425,0.0270457261462985
"642","Poulos, Thomas L","Silverman, Richard B",23586781,"Undirected",23586781,2013,"United States",23586781,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"643","Poulos, Thomas L","Silverman, Richard B",23867386,"Undirected",23867386,2013,"England",23867386,"R01",14.7915401120631,"PHAR",1.71922762437889,0.424376271022355,0.0270457261462985
"644","Silverman, Richard B","Poulos, Thomas L",24145412,"Undirected",24145412,2013,"United States",24145412,"R01",17.769638648861,"MULT",1.71922762437889,0.509819324430479,0.0270457261462985
"645","Poulos, Thomas L","Silverman, Richard B",23352768,"Undirected",23352768,2013,"England",23352768,"R01",14.7915401120631,"PHAR",1.71922762437889,0.424376271022355,0.0270457261462985
"646","Poulos, Thomas L","Silverman, Richard B",23993333,"Undirected",23993333,2013,"England",23993333,"R01",14.7915401120631,"PHAR",1.71922762437889,0.424376271022355,0.0270457261462985
"647","Silverman, Richard B","Poulos, Thomas L",25089924,"Undirected",25089924,2014,"United States",25089924,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"648","Silverman, Richard B","Poulos, Thomas L",25286850,"Undirected",25286850,2014,"United States",25286850,"R01",8.26427710600395,"PHYS",1.71922762437889,0.237106012921612,0.0270457261462985
"649","Silverman, Richard B","Hoffman, Brian M",25251261,"Undirected",25251261,2014,"United States",25251261,"R01",4.06545846461507,"MEDI",1.71922762437889,0.116639923235754,0.0270457261462985
"650","Poulos, Thomas L","Silverman, Richard B",24472039,"Undirected",24472039,2014,"United States",24472039,"R01",16.0412023023155,"PHAR",1.71922762437889,0.460229669405425,0.0270457261462985
"651","Poulos, Thomas L","Silverman, Richard B",24447275,"Undirected",24447275,2014,"United States",24447275,"R01",16.0412023023155,"PHAR",1.71922762437889,0.460229669405425,0.0270457261462985
"652","Poulos, Thomas L","Silverman, Richard B",25149509,"Undirected",25149509,2014,"England",25149509,"R01",12.5370413780749,"PHAR",1.71922762437889,0.359693637672075,0.0270457261462985
"653","Poulos, Thomas L","Silverman, Richard B",24758147,"Undirected",24758147,2014,"United States",24758147,"R01",16.0412023023155,"PHAR",1.71922762437889,0.460229669405425,0.0270457261462985
"654","Poulos, Thomas L","Silverman, Richard B",24660051,"Undirected",24660051,2014,"",24660051,"R01",14.171182458888,"NULL.",1.71922762437889,0.406577916992952,0.0270457261462985
"655","Silverman, Richard B","Poulos, Thomas L",26091171,"Undirected",26091171,2015,"United States",26091171,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"656","Poulos, Thomas L","Silverman, Richard B",26469213,"Undirected",26469213,2015,"United States",26469213,"R01",16.0412023023155,"PHAR",1.71922762437889,0.460229669405425,0.0270457261462985
"657","Poulos, Thomas L","Silverman, Richard B",25489882,"Undirected",25489882,2015,"United States",25489882,"R01",12.6186499269138,"PHAR",1.71922762437889,0.362035025477362,0.0270457261462985
"658","Poulos, Thomas L","Silverman, Richard B",26120733,"Undirected",26120733,2015,"United States",26120733,"R01",12.6186499269138,"PHAR",1.71922762437889,0.362035025477362,0.0270457261462985
"659","Silverman, Richard B","Poulos, Thomas L",26062720,"Undirected",26062720,2015,"United States",26062720,"R01",4.06545846461507,"MEDI",1.71922762437889,0.116639923235754,0.0270457261462985
"660","Poulos, Thomas L","Silverman, Richard B",25874809,"Undirected",25874809,2015,"United States",25874809,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"661","Poulos, Thomas L","Silverman, Richard B",25811913,"Undirected",25811913,2015,"United States",25811913,"R01",4.06545846461507,"MEDI",1.71922762437889,0.116639923235754,0.0270457261462985
"662","Silverman, Richard B","Poulos, Thomas L",25522110,"Undirected",25522110,2015,"United States",25522110,"R01",12.6186499269138,"PHAR",1.71922762437889,0.362035025477362,0.0270457261462985
"663","Fink, Gerald R","Bartel, David P",21921191,"Undirected",21921191,2011,"United States",21921191,"R37",17.769638648861,"MULT",8.29643868878996,0.509819324430479,0.130513961958721
"664","Bartel, David P","Fink, Gerald R",22173636,"Undirected",22173636,2012,"United States",22173636,"R37",17.769638648861,"MULT",8.29643868878996,0.509819324430479,0.130513961958721
"665","Bartel, David P","Madhani, Hiten D",23415457,"Undirected",23415457,2013,"United States",23415457,"P41",2.35737175311987,"BIOC",24.6252252252252,0.0676341088502723,0.387387387387387
"666","Bartel, David P","Ambros, Victor",16139228,"Undirected",16139228,2005,"United States",16139228,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"667","Bartel, David P","Zamore, Phillip D",16271386,"Undirected",16271386,2005,"United States",16271386,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"668","Bartel, David P","Hannon, Gregory J",17994088,"Undirected",17994088,2007,"England",17994088,"R01",11.7715919124856,"MULT",1.71922762437889,0.337732531025857,0.0270457261462985
"669","Bartel, David P","Sharp, Phillip A",18692474,"Undirected",18692474,2008,"United States",18692474,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"670","Bartel, David P","Young, Richard A",18692474,"Undirected",18692474,2008,"United States",18692474,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"671","Sharp, Phillip A","Young, Richard A",18692474,"Undirected",18692474,2008,"United States",18692474,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"672","Fink, Gerald R","Bartel, David P",19745116,"Undirected",19745116,2009,"United States",19745116,"R01",17.769638648861,"MULT",1.71922762437889,0.509819324430479,0.0270457261462985
"673","Perrimon, Norbert","Bartel, David P",21685129,"Undirected",21685129,2011,"United States",21685129,"R01",4.06545846461507,"MEDI",1.71922762437889,0.116639923235754,0.0270457261462985
"674","Weis, William I","Watkins, Simon C",24068324,"Undirected",24068324,2013,"United States",24068324,"U01",2.35737175311987,"BIOC",63.5674418604651,0.0676341088502723,1
"675","Johnson, Gary L","Magnuson, Terry",16199873,"Undirected",16199873,2005,"United States",16199873,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"676","Johnson, Gary L","Keller, Gordon M",14525782,"Undirected",14525782,2004,"United States",14525782,"R01",5.77354517611026,"MEDI",1.71922762437889,0.165645737621235,0.0270457261462985
"677","Sali, Andrej","Shoichet, Brian K",21926995,"Undirected",21926995,2011,"United States",21926995,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"678","Shoichet, Brian K","Kiessling, Laura L",26214585,"Undirected",26214585,2015,"United States",26214585,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"679","Shoichet, Brian K","Babbitt, Patricia C",17503785,"Undirected",17503785,2007,"United States",17503785,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"680","Gerlt, John A","Babbitt, Patricia C",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"681","Gerlt, John A","Raushel, Frank M",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"682","Gerlt, John A","Sali, Andrej",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"683","Gerlt, John A","Shoichet, Brian K",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"684","Gerlt, John A","Cronan, John E",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"685","Gerlt, John A","Sweedler, Jonathan V",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"686","Babbitt, Patricia C","Raushel, Frank M",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"687","Babbitt, Patricia C","Sali, Andrej",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"688","Babbitt, Patricia C","Shoichet, Brian K",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"689","Babbitt, Patricia C","Cronan, John E",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"690","Babbitt, Patricia C","Sweedler, Jonathan V",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"691","Raushel, Frank M","Sali, Andrej",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"692","Raushel, Frank M","Shoichet, Brian K",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"693","Raushel, Frank M","Cronan, John E",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"694","Raushel, Frank M","Sweedler, Jonathan V",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"695","Sali, Andrej","Shoichet, Brian K",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"696","Sali, Andrej","Cronan, John E",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"697","Sali, Andrej","Sweedler, Jonathan V",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"698","Shoichet, Brian K","Cronan, John E",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"699","Shoichet, Brian K","Sweedler, Jonathan V",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"700","Cronan, John E","Sweedler, Jonathan V",21999478,"Undirected",21999478,2011,"United States",21999478,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"701","Shoichet, Brian K","Raushel, Frank M",17603473,"Undirected",17603473,2007,"England",17603473,"R01",11.7715919124856,"MULT",1.71922762437889,0.337732531025857,0.0270457261462985
"702","Shoichet, Brian K","Sali, Andrej",22014038,"Undirected",22014038,2011,"United States",22014038,"R01",19.6631619690563,"CENG",1.71922762437889,0.564145402690782,0.0270457261462985
"703","Shoichet, Brian K","Marnett, Lawrence J",22711801,"Undirected",22711801,2012,"United States",22711801,"P01",17.769638648861,"MULT",11.1887024150634,0.509819324430479,0.176013098649202
"704","Shoichet, Brian K","Kobilka, Brian K",23887926,"Undirected",23887926,2013,"United States",23887926,"R01",12.6186499269138,"PHAR",1.71922762437889,0.362035025477362,0.0270457261462985
"705","Shoichet, Brian K","Giacomini, Kathleen M",26335661,"Undirected",26335661,2015,"United States",26335661,"U19",29.7250328515112,"PHAR",13.8376645291934,0.852825229960578,0.217684778940263
"706","Agard, David A","Shoichet, Brian K",26352211,"Undirected",26352211,2015,"United States",26352211,"U01",2.35737175311987,"BIOC",63.5674418604651,0.0676341088502723,1
"707","Shoichet, Brian K","Kobilka, Brian K",27533032,"Undirected",27533032,2016,"England",27533032,"R37",11.7715919124856,"MULT",8.29643868878996,0.337732531025857,0.130513961958721
"708","Case, David A","Shoichet, Brian K",18280498,"Undirected",18280498,2008,"England",18280498,"R01",13.8756325716915,"IMMU",1.71922762437889,0.398098451157798,0.0270457261462985
"709","Shoichet, Brian K","Sali, Andrej",19845314,"Undirected",19845314,2009,"United States",19845314,"R01",19.6631619690563,"CENG",1.71922762437889,0.564145402690782,0.0270457261462985
"710","Shoichet, Brian K","Kobilka, Brian K",19342484,"Undirected",19342484,2009,"United States",19342484,"R37",17.769638648861,"MULT",8.29643868878996,0.509819324430479,0.130513961958721
"711","Shoichet, Brian K","Kobilka, Brian K",22503476,"Undirected",22503476,2012,"England",22503476,"R37",29.7250328515112,"PHAR",8.29643868878996,0.852825229960578,0.130513961958721
"712","Sali, Andrej","Shoichet, Brian K",26443011,"Undirected",26443011,2015,"United States",26443011,"R01",12.6186499269138,"PHAR",1.71922762437889,0.362035025477362,0.0270457261462985
"713","Stearns, Tim","Axelrod, Jeffrey D",25837385,"Undirected",25837385,2015,"United States",25837385,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"714","Babbitt, Patricia C","Gerlt, John A",12859183,"Undirected",12859183,2003,"United States",12859183,"P41",2.35737175311987,"BIOC",24.6252252252252,0.0676341088502723,0.387387387387387
"715","Babbitt, Patricia C","Gerlt, John A",19220063,"Undirected",19220063,2009,"United States",19220063,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"716","Gerlt, John A","Babbitt, Patricia C",22069326,"Undirected",22069326,2012,"United States",22069326,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"717","Babbitt, Patricia C","Gerlt, John A",22392983,"Undirected",22392983,2012,"United States",22392983,"P01",17.769638648861,"MULT",11.1887024150634,0.509819324430479,0.176013098649202
"718","Gerlt, John A","Sweedler, Jonathan V",23042035,"Undirected",23042035,2012,"United States",23042035,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"719","Babbitt, Patricia C","Gerlt, John A",24056934,"Undirected",24056934,2013,"England",24056934,"U54",17.769638648861,"MULT",40.2958230958231,0.509819324430479,0.633906633906634
"720","Babbitt, Patricia C","Sweedler, Jonathan V",24056934,"Undirected",24056934,2013,"England",24056934,"U54",17.769638648861,"MULT",40.2958230958231,0.509819324430479,0.633906633906634
"721","Babbitt, Patricia C","Cronan, John E",24056934,"Undirected",24056934,2013,"England",24056934,"U54",17.769638648861,"MULT",40.2958230958231,0.509819324430479,0.633906633906634
"722","Gerlt, John A","Sweedler, Jonathan V",24056934,"Undirected",24056934,2013,"England",24056934,"U54",17.769638648861,"MULT",40.2958230958231,0.509819324430479,0.633906633906634
"723","Gerlt, John A","Cronan, John E",24056934,"Undirected",24056934,2013,"England",24056934,"U54",17.769638648861,"MULT",40.2958230958231,0.509819324430479,0.633906633906634
"724","Sweedler, Jonathan V","Cronan, John E",24056934,"Undirected",24056934,2013,"England",24056934,"U54",17.769638648861,"MULT",40.2958230958231,0.509819324430479,0.633906633906634
"725","Gerlt, John A","Sweedler, Jonathan V",24520058,"Undirected",24520058,2014,"United States",24520058,"U54",13.8756325716915,"IMMU",40.2958230958231,0.398098451157798,0.633906633906634
"726","Gerlt, John A","Cronan, John E",24520058,"Undirected",24520058,2014,"United States",24520058,"U54",13.8756325716915,"IMMU",40.2958230958231,0.398098451157798,0.633906633906634
"727","Sweedler, Jonathan V","Cronan, John E",24520058,"Undirected",24520058,2014,"United States",24520058,"U54",13.8756325716915,"IMMU",40.2958230958231,0.398098451157798,0.633906633906634
